Date:,25-Sep-14,ACTUAL,,Date:,25-Sep-14,ACTUAL,,,,,,,,
program call,40,17:00:00,,work,15,15:55:00,,,,,,,,
I feel: ,,17:40:00,,subanalytics,80,16:10:00,,,,,,,,
,,,,work,30,17:30:00,,,,,,,,
,,,,leave,,18:00:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,21-Mar-14,ACTUAL,,Date:,21-Mar-14,PLAN,,,,,,,,
wake up get ready,70,8:30:00,,wake up get ready,55,8:30:00,,,,,,,,
bike and shower,50,9:40:00,,bike and shower,55,9:25:00,,,,,,,,
churn,5,10:30:00,,juggle,5,10:20:00,,,,,,,,
plan,5,10:35:00,,work,5,10:25:00,,,,,,,,
work,55,10:40:00,,plan,5,10:30:00,,,,,,,,
churn,5,11:35:00,,work,25,10:35:00,,,,,,,,
work,10,11:40:00,,program,10,11:00:00,,,,,,,,
churn,5,11:50:00,,work,35,11:10:00,,,,,,,,
lunch,100,11:55:00,,lunch,95,11:45:00,,,,,,,,
churn,5,13:35:00,,work,30,13:20:00,,,,,,,,
work,45,13:40:00,,break,35,13:50:00,,,,,,,,
break,40,14:25:00,,work,20,14:25:00,,,,,,,,
work,15,15:05:00,,subanalytics,40,14:45:00,,,,,,,,
subanalytics,80,15:20:00,,work,45,15:25:00,,,,,,,,
work,30,16:40:00,,juggle,20,16:10:00,,,,,,,,
leave,,17:10:00,,break,15,16:30:00,,,,,,,,
,,,,work,15,16:45:00,,,,,,,,
,,,,leave,,17:00:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,20-Mar-14,ACTUAL,,Date:,20-Mar-14,PLAN,,,,,,,,
wake up get ready,55,8:30:00,,wake up get ready,80,8:40:00,,,,,,,,
walk to work,55,9:25:00,,walk to work,50,10:00:00,,,,,,,,
juggle,5,10:20:00,,plan,5,10:50:00,,,,,,,,
work,5,10:25:00,,prgoram,25,10:55:00,,,,,,,,
plan,5,10:30:00,,work,25,11:20:00,,,,,,,,
work,25,10:35:00,,lunch,95,11:45:00,,,,,,,,
program,25,11:00:00,,work,35,13:20:00,,,,,,,,
subanalytics,35,11:25:00,,subanalytics,75,13:55:00,,,,,,,,
lunch,60,12:00:00,,juggle,20,15:10:00,,,,,,,,
break,30,13:00:00,,work,45,15:30:00,,,,,,,,
subanalytics,35,13:30:00,,break,20,16:15:00,,,,,,,,
break,20,14:05:00,,work,25,16:35:00,,,,,,,,
subanalytics,40,14:25:00,,,,17:00:00,,,,,,,,
work,45,15:05:00,,,,,,,,,,,,
juggle,20,15:50:00,,,,,,,,,,,,
break,15,16:10:00,,,,,,,,,,,,
work,15,16:25:00,,,,,,,,,,,,
leave,,16:40:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,19-Mar-14,ACTUAL,,Date:,19-Mar-14,PLAN,,,,,,,,
wake up get ready,80,8:40:00,,wake up get ready,80,8:40:00,,,,,,,,
Fairmont pickup,20,10:00:00,,Fairmont pickup,20,10:00:00,,,,,,,,
drive to work,15,10:20:00,,drive to work,15,10:20:00,,,,,,,,
churn,5,10:35:00,,churn,5,10:35:00,,,,,,,,
plan,5,10:40:00,,plan,5,10:40:00,,,,,,,,
subanalytics,75,10:45:00,,subanalytics,75,10:45:00,,,,,,,,
lunch,30,12:00:00,,lunch,70,12:00:00,,,,,,,,
home pickup,40,12:30:00,,home pickup,30,13:10:00,,,,,,,,
subanalytics,35,13:10:00,,work,60,13:40:00,,,,,,,,
work,70,13:45:00,,program,25,14:40:00,,,,,,,,
break,15,14:55:00,,work,50,15:05:00,,,,,,,,
program,10,15:10:00,,break,15,15:55:00,,,,,,,,
break,30,15:20:00,,work,20,16:10:00,,,,,,,,
work,40,15:50:00,,leave,,16:30:00,,,,,,,,
juggle,15,16:30:00,,,,16:30:00,,,,,,,,
work,40,16:45:00,,,,16:30:00,,,,,,,,
leave,,17:25:00,,,,16:30:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,18-Mar-14,ACTUAL,,Date:,18-Mar-14,PLAN,,,,,,,,
wake up get ready,45,9:00:00,,wake up get ready,45,9:00:00,,,,,,,,
drive to work,20,9:45:00,,drive to work,20,9:45:00,,,,,,,,
plan,5,10:05:00,,plan,5,10:05:00,,,,,,,,
work,60,10:10:00,,work,40,10:10:00,,,,,,,,
program,50,11:10:00,,program,40,10:50:00,,,,,,,,
lunch,70,12:00:00,,work,30,11:30:00,,,,,,,,
work,115,13:10:00,,Lunch,70,12:00:00,,,,,,,,
break,25,15:05:00,,work,75,13:10:00,,,,,,,,
work,35,15:30:00,,break,25,14:25:00,,,,,,,,
program,50,16:05:00,,work,60,14:50:00,,,,,,,,
work,35,16:55:00,,Break,15,15:50:00,,,,,,,,
subanalytics,10,17:30:00,,work,55,16:05:00,,,,,,,,
leave,,17:40:00,,leave,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,17-Mar-14,ACTUAL,,Date:,17-Mar-14,PLAN,,,,,,,,
wake up get ready,45,9:00:00,,wake up get ready,45,9:00:00,,,,,,,,
Anatomy scan Rex,110,9:45:00,,Anatomy scan Rex,110,9:45:00,,,,,,,,
lunch at home,85,11:35:00,,lunch at home,85,11:35:00,,,,,,,,
work,35,13:00:00,,work,35,13:00:00,,,,,,,,
plan,5,13:35:00,,plan,5,13:35:00,,,,,,,,
program,25,13:40:00,,program,25,13:40:00,,,,,,,,
break,10,14:05:00,,break,10,14:05:00,,,,,,,,
program,10,14:15:00,,program,10,14:15:00,,,,,,,,
plan,5,14:25:00,,plan,5,14:25:00,,,,,,,,
work,75,14:30:00,,work,75,14:30:00,,,,,,,,
video,15,15:45:00,,break,15,15:45:00,,,,,,,,
work,55,16:00:00,,work,60,16:00:00,,,,,,,,
break,35,16:55:00,,break,15,17:00:00,,,,,,,,
work,25,17:30:00,,work,30,17:15:00,,,,,,,,
leave ,,17:55:00,,leave,,17:45:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,14-Mar-14,ACTUAL,,Date:,14-Mar-14,PLAN,,,,,,,,
wake up get ready,60,7:15:00,,wake up get ready,60,7:15:00,,,,,,,,
breakfast with Bill A.,95,8:15:00,,breakfast with Bill A.,95,8:15:00,,,,,,,,
drive to work,15,9:50:00,,drive to work,15,9:50:00,,,,,,,,
churn,5,10:05:00,,churn,5,10:05:00,,,,,,,,
plan,5,10:10:00,,plan,5,10:10:00,,,,,,,,
program,5,10:15:00,,program,5,10:15:00,,,,,,,,
churn,10,10:20:00,,work,55,10:20:00,,,,,,,,
work,20,10:30:00,,break,10,11:15:00,,,,,,,,
program call,10,10:50:00,,work,50,11:25:00,,,,,,,,
work,85,11:00:00,,lunch,80,12:15:00,,,,,,,,
lunch,75,12:25:00,,work,60,13:35:00,,,,,,,,
work,85,13:40:00,,walk,30,14:35:00,,,,,,,,
program call,25,15:05:00,,work,80,15:05:00,,,,,,,,
video,15,15:30:00,,break,30,16:25:00,,,,,,,,
break,25,15:45:00,,work,45,16:55:00,,,,,,,,
work,35,16:10:00,,leave,,17:40:00,,,,,,,,
program calls,70,16:45:00,,,,,,,,,,,,
talk to Bill Brideson,25,17:55:00,,,,,,,,,,,,
work,20,18:20:00,,,,,,,,,,,,
program,35,18:40:00,,,,,,,,,,,,
leave for home ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,13-Mar-14,ACTUAL,,Date:,13-Mar-14,PLAN,,,,,,,,
wake up get ready,85,7:45:00,,wake up get ready,85,7:45:00,,,,,,,,
walk to work,55,9:10:00,,walk to work,55,9:10:00,,,,,,,,
plan,10,10:05:00,,plan,5,10:05:00,,,,,,,,
program,60,10:15:00,,program,45,10:10:00,,,,,,,,
break,10,11:15:00,,work,40,10:55:00,,,,,,,,
churn,15,11:25:00,,break,15,11:35:00,,,,,,,,
work,60,11:40:00,,work,20,11:50:00,,,,,,,,
lunch,65,12:40:00,,lunch,70,12:10:00,,,,,,,,
work,50,13:45:00,,work,45,13:20:00,,,,,,,,
walk,15,14:35:00,,walk,30,14:05:00,,,,,,,,
work,10,14:50:00,,work,50,14:35:00,,,,,,,,
meeting,60,15:00:00,,break,40,15:25:00,,,,,,,,
work,110,16:00:00,,work,25,16:05:00,,,,,,,,
leave,,17:50:00,,break,20,16:30:00,,,,,,,,
,,,,work,40,16:50:00,,,,,,,,
,,,,leave,,17:30:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,12-Mar-14,ACTUAL,,Date:,12-Mar-14,PLAN,,,,,,,,
wake up get ready,80,9:00:00,,wake up get ready,80,9:00:00,,,,,,,,
drive to work,10,10:20:00,,drive to work,10,10:20:00,,,,,,,,
program call,10,10:30:00,,program call,10,10:30:00,,,,,,,,
churn,20,10:40:00,,churn,20,10:40:00,,,,,,,,
program,5,11:00:00,,program,5,11:00:00,,,,,,,,
plan,5,11:05:00,,plan,5,11:05:00,,,,,,,,
program,5,11:10:00,,work,15,11:10:00,,,,,,,,
work,15,11:15:00,,subanalytics,25,11:25:00,,,,,,,,
subanalytics,30,11:30:00,,break,15,11:50:00,,,,,,,,
break,10,12:00:00,,work,20,12:05:00,,,,,,,,
work,5,12:10:00,,lunch,65,12:25:00,,,,,,,,
program,30,12:15:00,,work,35,13:30:00,,,,,,,,
lunch,70,12:45:00,,walk,30,14:05:00,,,,,,,,
work,135,13:55:00,,work,50,14:35:00,,,,,,,,
break,10,16:10:00,,break,45,15:25:00,,,,,,,,
subanalytics,40,16:20:00,,work,25,16:10:00,,,,,,,,
break,10,17:00:00,,break,20,16:35:00,,,,,,,,
work,40,17:10:00,,work,50,16:55:00,,,,,,,,
leave,,17:50:00,,plan,5,17:45:00,,,,,,,,
,,,,leave,,17:50:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,11-Mar-14,ACTUAL,,Date:,11-Mar-14,PLAN,,,,,,,,
wake up get ready,175,5:15:00,,wake up get ready,105,7:50:00,,,,,,,,
bike to work,20,8:10:00,,walk to work,40,9:35:00,,,,,,,,
program,20,8:30:00,,work,65,10:15:00,,,,,,,,
work,80,8:50:00,,program,25,11:20:00,,,,,,,,
break,25,10:10:00,,work,80,11:45:00,,,,,,,,
subanalytics,15,10:35:00,,break,5,13:05:00,,,,,,,,
work,75,10:50:00,,work,20,13:10:00,,,,,,,,
leave,,12:05:00,,leave,,13:30:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,10-Mar-14,ACTUAL,,Date:,10-Mar-14,PLAN,,,,,,,,
wake up get ready,90,8:50:00,,wake up get ready,90,8:50:00,,,,,,,,
drive to work,10,10:20:00,,drive to work,10,10:20:00,,,,,,,,
meeting,65,10:30:00,,meeting,65,10:30:00,,,,,,,,
subanalytics,25,11:35:00,,subanalytics,25,11:35:00,,,,,,,,
lunch,80,12:00:00,,lunch,80,12:00:00,,,,,,,,
walk,25,13:20:00,,walk,25,13:20:00,,,,,,,,
plan,5,13:45:00,,plan,5,13:45:00,,,,,,,,
work,70,13:50:00,,work,30,13:50:00,,,,,,,,
meeting,45,15:00:00,,break,5,14:20:00,,,,,,,,
work,15,15:45:00,,work,45,14:25:00,,,,,,,,
break,20,16:00:00,,program,25,15:10:00,,,,,,,,
work,75,16:20:00,,work,40,15:35:00,,,,,,,,
plan,5,17:35:00,,break,10,16:15:00,,,,,,,,
leave,,17:40:00,,work,35,16:25:00,,,,,,,,
,,,,break,20,17:00:00,,,,,,,,
,,,,work,25,17:20:00,,,,,,,,
,,,,leave for home,,17:45:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,7-Mar-14,ACTUAL,,Date:,7-Mar-14,PLAN,,,,,,,,
wake up get ready,120,7:50:00,,wake up get ready,120,7:50:00,,,,,,,,
drive to work,20,9:50:00,,drive to work,20,9:50:00,,,,,,,,
program,30,10:10:00,,program,30,10:10:00,,,,,,,,
plan,5,10:40:00,,plan,5,10:40:00,,,,,,,,
research,5,10:45:00,,work,40,10:45:00,,,,,,,,
plan,5,10:50:00,,break,10,11:25:00,,,,,,,,
work,25,10:55:00,,work,20,11:35:00,,,,,,,,
break,25,11:20:00,,lunch,80,11:55:00,,,,,,,,
churn,15,11:45:00,,work,35,13:15:00,,,,,,,,
lunch,105,12:00:00,,break,25,13:50:00,,,,,,,,
work,40,13:45:00,,work,35,14:15:00,,,,,,,,
break,35,14:25:00,,video,45,14:50:00,,,,,,,,
work,35,15:00:00,,break,20,15:35:00,,,,,,,,
subanalytics,30,15:35:00,,subanalytics,35,15:55:00,,,,,,,,
work,15,16:05:00,,work,20,16:30:00,,,,,,,,
churn,10,16:20:00,,break,10,16:50:00,,,,,,,,
leave,,16:30:00,,work,15,17:00:00,,,,,,,,
,,,,leave,,17:15:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,6-Mar-14,ACTUAL,,Date:,6-Mar-14,PLAN,,,,,,,,
wake up get ready,85,7:25:00,,wake up get ready,85,7:25:00,,,,,,,,
st giles,55,8:50:00,,st giles,60,8:50:00,,,,,,,,
churn,5,9:45:00,,work,35,9:50:00,,,,,,,,
plan,10,9:50:00,,plan,10,10:25:00,,,,,,,,
work,100,10:00:00,,program,10,10:35:00,,,,,,,,
program call,35,11:40:00,,work,40,10:45:00,,,,,,,,
work,15,12:15:00,,program,25,11:25:00,,,,,,,,
lunch,60,12:30:00,,work,30,11:50:00,,,,,,,,
work,85,13:30:00,,lunch,60,12:20:00,,,,,,,,
gym,80,14:55:00,,program calls,15,13:20:00,,,,,,,,
work,35,16:15:00,,work,95,13:35:00,,,,,,,,
leave,,16:50:00,,break,20,15:10:00,,,,,,,,
,,,,work,70,15:30:00,,,,,,,,
,,,,leave,,16:40:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,5-Mar-14,ACTUAL,,Date:,5-Mar-14,PLAN,,,,,,,,
wake up get ready,100,7:55:00,,wake up get ready,100,7:55:00,,,,,,,,
walk to work,40,9:35:00,,walk to work,40,9:35:00,,,,,,,,
talk with Patrick,25,10:15:00,,talk with Patrick,25,10:15:00,,,,,,,,
work,20,10:40:00,,work,20,10:40:00,,,,,,,,
plan,10,11:00:00,,plan,10,11:00:00,,,,,,,,
break,10,11:10:00,,break,10,11:10:00,,,,,,,,
program,20,11:20:00,,work,25,11:20:00,,,,,,,,
wikipedia research,20,11:40:00,,churn,15,11:45:00,,,,,,,,
lunch,70,12:00:00,,lunch,55,12:00:00,,,,,,,,
program,55,13:10:00,,work,65,12:55:00,,,,,,,,
break,15,14:05:00,,break,50,14:00:00,,,,,,,,
churn,30,14:20:00,,work,40,14:50:00,,,,,,,,
work,105,14:50:00,,churn,30,15:30:00,,,,,,,,
break,25,16:35:00,,break,35,16:00:00,,,,,,,,
work,45,17:00:00,,work,35,16:35:00,,,,,,,,
leave,,17:45:00,,break,20,17:10:00,,,,,,,,
,,,,work,25,17:30:00,,,,,,,,
,,,,leave,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,4-Mar-14,ACTUAL,,Date:,4-Mar-14,PLAN,,,,,,,,
wake up get ready,135,8:25:00,,wake up get ready,135,8:25:00,,,,,,,,
drive to work,10,10:40:00,,drive to work,10,10:40:00,,,,,,,,
work,25,10:50:00,,work,30,10:50:00,,,,,,,,
break,5,11:15:00,,plan,5,11:20:00,,,,,,,,
work,5,11:20:00,,program,10,11:25:00,,,,,,,,
plan,5,11:25:00,,work,30,11:35:00,,,,,,,,
program,25,11:30:00,,break,10,12:05:00,,,,,,,,
work,50,11:55:00,,work,45,12:15:00,,,,,,,,
store,65,12:45:00,,Store,45,13:00:00,,,,,,,,
lunch,55,13:50:00,,lunch,75,13:45:00,,,,,,,,
work,65,14:45:00,,work,70,15:00:00,,,,,,,,
break,50,15:50:00,,break,35,16:10:00,,,,,,,,
work,40,16:40:00,,work,55,16:45:00,,,,,,,,
churn,30,17:20:00,,break,10,17:40:00,,,,,,,,
break,35,17:50:00,,work,30,17:50:00,,,,,,,,
dinner,10,18:25:00,,dinner,15,18:20:00,,,,,,,,
leave,,18:35:00,,leave for meeting,,18:35:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,3-Mar-14,ACTUAL,,Date:,3-Mar-14,PLAN,,,,,,,,
wake up get ready,120,6:25:00,,wake up get ready,120,6:25:00,,,,,,,,
drive to work,10,8:25:00,,drive to work,10,8:25:00,,,,,,,,
computer boot,10,8:35:00,,computer boot,10,8:35:00,,,,,,,,
plan,10,8:45:00,,plan,5,8:45:00,,,,,,,,
program,10,8:55:00,,program,15,8:50:00,,,,,,,,
work,95,9:05:00,,work,30,9:05:00,,,,,,,,
git research,45,10:40:00,,git research,20,9:35:00,,,,,,,,
work,50,11:25:00,,work,20,9:55:00,,,,,,,,
lunch,60,12:15:00,,expenditures research,15,10:15:00,,,,,,,,
break,15,13:15:00,,meeting,60,10:30:00,,,,,,,,
work,110,13:30:00,,work,30,11:30:00,,,,,,,,
break,5,15:20:00,,lunch,60,12:00:00,,,,,,,,
work,5,15:25:00,,work,30,13:00:00,,,,,,,,
break,70,15:30:00,,break,20,13:30:00,,,,,,,,
leave,,16:40:00,,work,45,13:50:00,,,,,,,,
,,,,research,25,14:35:00,,,,,,,,
,,,,work,40,15:00:00,,,,,,,,
,,,,break,20,15:40:00,,,,,,,,
,,,,work,40,16:00:00,,,,,,,,
,,,,leave,,16:40:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,28-Feb-14,ACTUAL,,Date:,28-Feb-14,PLAN,,,,,,,,
wake up get ready,95,7:20:00,,wake up get ready,95,7:20:00,,,,,,,,
drive to work,15,8:55:00,,drive to work,15,8:55:00,,,,,,,,
plan,5,9:10:00,,plan,5,9:10:00,,,,,,,,
work,30,9:15:00,,work,10,9:15:00,,,,,,,,
program,15,9:45:00,,program,20,9:25:00,,,,,,,,
churn,5,10:00:00,,work,35,9:45:00,,,,,,,,
program,25,10:05:00,,Lunch,60,10:20:00,,,,,,,,
work,100,10:30:00,,work,75,11:20:00,,,,,,,,
lunch,60,12:10:00,,work,40,12:35:00,,,,,,,,
program calls,15,13:10:00,,parenting research,45,13:15:00,,,,,,,,
work,30,13:25:00,,work,60,14:00:00,,,,,,,,
churn,15,13:55:00,,meeting,75,15:00:00,,,,,,,,
work,35,14:10:00,,Meditate,15,16:15:00,,,,,,,,
meeting,65,14:45:00,,Go Home!,,16:30:00,,,,,,,,
work,60,15:50:00,,,,,,,,,,,,
parenting research,10,16:50:00,,,,,,,,,,,,
leave,,17:00:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,27-Feb-14,ACTUAL,,Date:,27-Feb-14,PLAN,,,,,,,,
wake up get ready,70,7:50:00,,wake up get ready,70,7:50:00,,,,,,,,
drive to work,65,9:00:00,,drive to work,65,9:00:00,,,,,,,,
churn,5,10:05:00,,churn,5,10:05:00,,,,,,,,
program,20,10:10:00,,program,20,10:10:00,,,,,,,,
plan,10,10:30:00,,plan,20,10:30:00,,,,,,,,
program,5,10:40:00,,research,30,10:50:00,,,,,,,,
research,70,10:45:00,,work,40,11:20:00,,,,,,,,
work,35,11:55:00,,lunch,60,12:00:00,,,,,,,,
lunch,50,12:30:00,,work,30,13:00:00,,,,,,,,
work,30,13:20:00,,research,20,13:30:00,,,,,,,,
video,20,13:50:00,,work,40,13:50:00,,,,,,,,
work,50,14:10:00,,video,30,14:30:00,,,,,,,,
meeting,65,15:00:00,,meeting,70,15:00:00,,,,,,,,
work,40,16:05:00,,work,35,16:10:00,,,,,,,,
PLAY,15,16:45:00,,break,15,16:45:00,,,,,,,,
program calls,15,17:00:00,,work,25,17:00:00,,,,,,,,
work,20,17:15:00,,leave for home,,17:25:00,,,,,,,,
leave,,17:35:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,26-Feb-14,ACTUAL,,Date:,26-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,wake up get ready,120,8:00:00,,,,,,,,
wake up get ready,120,8:00:00,,drive to work,10,10:00:00,,,,,,,,
drive to work,10,10:00:00,,gym,50,10:10:00,,,,,,,,
gym,50,10:10:00,,churn,20,11:00:00,,,,,,,,
churn,20,11:00:00,,work,35,11:20:00,,,,,,,,
work,35,11:20:00,,break,20,11:55:00,,,,,,,,
break,20,11:55:00,,plan,5,12:15:00,,,,,,,,
plan,5,12:15:00,,work,20,12:20:00,,,,,,,,
work,30,12:20:00,,lunch,60,12:40:00,,,,,,,,
lunch,60,12:50:00,,break,15,13:40:00,,,,,,,,
break,15,13:50:00,,work,45,13:55:00,,,,,,,,
work,55,14:05:00,,take the car in,70,14:40:00,,,,,,,,
take the car in,35,15:00:00,,work,50,15:50:00,,,,,,,,
work,130,15:35:00,,break,15,16:40:00,,,,,,,,
leave,,17:45:00,,work,25,16:55:00,,,,,,,,
,,,,leave,,17:20:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,25-Feb-14,ACTUAL,,Date:,25-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,135,7:45:00,,wake up get ready,135,7:45:00,,,,,,,,
drive to work,10,10:00:00,,drive to work,10,10:00:00,,,,,,,,
churn,10,10:10:00,,churn,10,10:10:00,,,,,,,,
expenditures research,10,10:20:00,,expenditures research,10,10:20:00,,,,,,,,
work,50,10:30:00,,work,50,10:30:00,,,,,,,,
break,45,11:20:00,,break,45,11:20:00,,,,,,,,
lunch,70,12:05:00,,lunch,70,12:05:00,,,,,,,,
work,65,13:15:00,,work,65,13:15:00,,,,,,,,
video,15,14:20:00,,video,20,14:20:00,,,,,,,,
break,10,14:35:00,,work,45,14:40:00,,,,,,,,
work,85,14:45:00,,break,10,15:25:00,,,,,,,,
meeting,25,16:10:00,,work,40,15:35:00,,,,,,,,
break,20,16:35:00,,break,25,16:15:00,,,,,,,,
work,25,16:55:00,,work,55,16:45:00,,,,,,,,
break,10,17:20:00,,eat,30,17:40:00,,,,,,,,
work,10,17:30:00,,work,30,18:10:00,,,,,,,,
video,45,17:40:00,,leave for meeting,,18:40:00,,,,,,,,
leave,,18:25:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,24-Feb-14,ACTUAL,,Date:,24-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,60,8:00:00,,wake up get ready,60,8:00:00,,,,,,,,
walk to work,45,9:00:00,,walk to work,45,9:00:00,,,,,,,,
program,10,9:45:00,,program,10,9:45:00,,,,,,,,
plan,5,9:55:00,,plan,10,9:55:00,,,,,,,,
program,5,10:00:00,,work,20,10:05:00,,,,,,,,
work,25,10:05:00,,churn,5,10:25:00,,,,,,,,
meeting,55,10:30:00,,meeting,60,10:30:00,,,,,,,,
churn,20,11:25:00,,churn,5,11:30:00,,,,,,,,
lunch,100,11:45:00,,Break,10,11:35:00,,,,,,,,
churn,10,13:25:00,,work,15,11:45:00,,,,,,,,
work,150,13:35:00,,Lunch,60,12:00:00,,,,,,,,
video,30,16:05:00,,work,75,13:00:00,,,,,,,,
work,35,16:35:00,,break,30,14:15:00,,,,,,,,
program,20,17:10:00,,work,60,14:45:00,,,,,,,,
work,5,17:30:00,,Break,10,15:45:00,,,,,,,,
video,10,17:35:00,,meeting,90,15:55:00,,,,,,,,
leave,,17:45:00,,Meditate,15,17:25:00,,,,,,,,
,,,,leave,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,21-Feb-14,ACTUAL,,Date:,21-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,105,8:00:00,,wake up get ready,.,8:00:00,,,,,,,,
drive to work,10,9:45:00,,drive to work,15,9:45:00,,,,,,,,
P&M,25,9:55:00,,P&M,20,9:55:00,,,,,,,,
churn,10,10:20:00,,churn,15,10:15:00,,,,,,,,
plan,5,10:30:00,,Break,15,10:30:00,,,,,,,,
program,5,10:35:00,,work,45,10:45:00,,,,,,,,
work,45,10:40:00,,Lunch,60,11:30:00,,,,,,,,
break,30,11:25:00,,work,75,12:30:00,,,,,,,,
work,20,11:55:00,,break,40,13:45:00,,,,,,,,
lunch,60,12:15:00,,work,70,14:25:00,,,,,,,,
video ,15,13:15:00,,expenditures,40,15:35:00,,,,,,,,
work,55,13:30:00,,work,60,16:15:00,,,,,,,,
break,20,14:25:00,,Meditate,15,17:15:00,,,,,,,,
work,25,14:45:00,,Go Home!,,17:30:00,,,,,,,,
break,15,15:10:00,,,,,,,,,,,,
work,90,15:25:00,,,,,,,,,,,,
leave,,16:55:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,20-Feb-14,ACTUAL,,Date:,20-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
drive to work,15,11:15:00,,drive to work,15,11:15:00,,,,,,,,
program,60,11:30:00,,P&M,20,11:30:00,,,,,,,,
churn,10,12:30:00,,walk,15,11:50:00,,,,,,,,
plan,5,12:40:00,,work,50,12:05:00,,,,,,,,
work,15,12:45:00,,break,25,12:55:00,,,,,,,,
video,20,13:00:00,,work,40,13:20:00,,,,,,,,
break,15,13:20:00,,video,40,14:00:00,,,,,,,,
work,105,13:35:00,,work,65,14:40:00,,,,,,,,
video,70,15:20:00,,break,30,15:45:00,,,,,,,,
work,45,16:30:00,,work,40,16:15:00,,,,,,,,
leave for home:,,17:15:00,,leave for home,,16:55:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,19-Feb-14,ACTUAL,,Date:,19-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,100,7:10:00,,wake up get ready,100,7:10:00,,,,,,,,
drive to work,15,8:50:00,,drive to work,15,8:50:00,,,,,,,,
plan,10,9:05:00,,plan,5,9:05:00,,,,,,,,
program,5,9:15:00,,work,20,9:10:00,,,,,,,,
churn,10,9:20:00,,meeting,90,9:30:00,,,,,,,,
meeting,60,9:30:00,,churn,30,11:00:00,,,,,,,,
churn,10,10:30:00,,work,25,11:30:00,,,,,,,,
break,20,10:40:00,,lunch,75,11:55:00,,,,,,,,
program,20,11:00:00,,break,15,13:10:00,,,,,,,,
work,35,11:20:00,,work,90,13:25:00,,,,,,,,
lunch,60,11:55:00,,video,50,14:55:00,,,,,,,,
break,10,12:55:00,,work,75,15:45:00,,,,,,,,
work,65,13:05:00,,leave for home,,17:00:00,,,,,,,,
video,35,14:10:00,,,,,,,,,,,,
work,35,14:45:00,,,,,,,,,,,,
break,10,15:20:00,,,,,,,,,,,,
program,30,15:30:00,,,,,,,,,,,,
work,80,16:00:00,,,,,,,,,,,,
leave for home,,17:20:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,18-Feb-14,PLAN,,Date:,18-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,85,7:45:00,,wake up get ready,85,7:45:00,,,,,,,,
drive to work,15,9:10:00,,drive to work,15,9:10:00,,,,,,,,
work,5,9:25:00,,plan,10,9:25:00,,,,,,,,
plan,5,9:30:00,,program,15,9:35:00,,,,,,,,
work,60,9:35:00,,work,50,9:50:00,,,,,,,,
plan,10,10:35:00,,churn,10,10:40:00,,,,,,,,
work,65,10:45:00,,break,10,10:50:00,,,,,,,,
lunch,90,11:50:00,,work,30,11:00:00,,,,,,,,
work,15,13:20:00,,lunch,70,11:30:00,,,,,,,,
churn,25,13:35:00,,work,50,12:40:00,,,,,,,,
work,50,14:00:00,,break,35,13:30:00,,,,,,,,
walk,70,14:50:00,,work,45,14:05:00,,,,,,,,
work,105,16:00:00,,break,25,14:50:00,,,,,,,,
break,5,17:45:00,,work,75,15:15:00,,,,,,,,
